; PERSON  r2Winsteps  Apr  1 2016 12:33
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
     1   -3.23 -1     5.0       .0   1.93   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00   -3.23 1086 | Male   | Black
   569    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 971  | Female | White
   570    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 996  | Male   | White
   571    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1110 | Male   | White
   572    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 850  | Female | Latino
   573    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1042 | Female | White
   574    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1125 | Male   | White
   575    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 997  | Female | White
   576    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 929  | Male   | Latino
   577    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 941  | Female | White
   578    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 801  | Male   | Latino
   579    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1000 | Male   | White
   580    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1042 | Male   | White
   581    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1006 | Male   | Black
   582    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 746  | Female | Asian
   583    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 998  | Female | White
   584    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 821  | Female | White
   585    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1130 | Female | White
   586    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1189 | Male   | Latino
   587    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1115 | Female | White
   588    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1058 | Male   | Asian
   589    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 957  | Female | White
   590    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1027 | Male   | White
   591    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1204 | Male   | White
   592    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1049 | Female | Asian
   593    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 990  | Female | Asian
   594    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 886  | Male   | White
   595    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1184 | Male   | Latino
   596    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 943  | Male   | Multiple
   597    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 997  | Male   | White
   598    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 929  | Female | Asian
   599    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 1085 | Female | White
   600    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 981  | Female | White
   601    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 997  | Male   | White
   602    1.72  1     5.0      4.0   1.21    .54   -.65    .35   -.29    .00    .74   1.00  80.0  80.0   .37   .27    1.40 993  | Male   | White
   603     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 979  | Female | White
   604     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 883  | Male   | White
   605     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 927  | Male   | Latino
   606     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 952  | Male   | Black
   607     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 963  | Male   | Latino
   608     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 1118 | Female | White
   609     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 1105 | Female | Black
   610     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 900  | Female | White
   611     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 907  | Male   | Latino
   612     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 1041 | Male   | White
   613     .52  1     5.0      3.0   1.03   1.91   1.80   1.87   1.34    .00   -.24   1.00  20.0  70.5   .46   .60     .45 826  | Female | Latino
   614    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1022 | Female | Multiple
   615    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1107 | Female | White
   616    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1218 | Male   | White
   617    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1023 | Female | White
   618    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1023 | Male   | White
   619    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1059 | Female | White
   620    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 967  | Male   | White
   621    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1183 | Female | Latino
   622    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 836  | Male   | White
   623    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 935  | Female | White
   624    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 974  | Female | White
   625    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 944  | Female | Latino
   626    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1195 | Male   | White
   627    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1077 | Male   | White
   628    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 958  | Male   | Black
   629    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 974  | Male   | Latino
   630    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 990  | Female | Latino
   631    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 939  | Female | Black
   632    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 825  | Female | Multiple
   633    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1129 | Male   | White
   634    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1008 | Female | White
   635    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1010 | Male   | White
   636    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1135 | Male   | White
   637    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 977  | Male   | Asian
   638    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1083 | Female | Asian
   639    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1031 | Male   | White
   640    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 785  | Female | White
   641    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 930  | Male   | White
   642    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 946  | Female | White
   643    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 857  | Female | White
   644    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 981  | Male   | White
   645    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1088 | Female | Latino
   646    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 974  | Female | White
   647    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 886  | Female | White
   648    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 978  | Female | White
   649    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1014 | Female | White
   650    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1136 | Female | White
   651    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 943  | Male   | White
   652    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1043 | Male   | White
   653    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 904  | Female | Latino
   654    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 890  | Female | White
   655    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 929  | Male   | Asian
   656    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1104 | Male   | Latino
   657    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 937  | Female | White
   658    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1089 | Female | White
   659    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 981  | Male   | White
   660    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1243 | Female | White
   661    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1223 | Female | Black
   662    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1085 | Male   | Multiple
   663    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1125 | Male   | White
   664    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1060 | Male   | Asian
   665    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1072 | Male   | White
   666    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1279 | Male   | White
   667    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 954  | Female | Latino
   668    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 954  | Female | Latino
   669    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 938  | Male   | White
   670    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 866  | Female | Latino
   671    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1016 | Female | White
   672    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 899  | Female | White
   673    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1088 | Female | White
   674    1.72  1     5.0      4.0   1.21   1.43    .81   1.21    .58    .00    .08   1.00  80.0  80.0   .37   .44    1.40 1086 | Female | White
   675    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 999  | Male   | Latino
   676    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1023 | Male   | White
   677    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 881  | Male   | White
   678    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1067 | Female | Asian
   679    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 964  | Male   | White
   680    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1040 | Female | White
   681    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1029 | Female | White
   682    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1099 | Female | Black
   683    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1071 | Female | White
   684    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 928  | Female | White
   685    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 942  | Male   | Latino
   686    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 978  | Female | Black
   687    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1217 | Male   | White
   688    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1013 | Female | Asian
   689    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 814  | Female | White
   690    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 904  | Female | White
   691    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 905  | Male   | White
   692    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1071 | Female | White
   693    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 993  | Male   | White
   694    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 839  | Male   | White
   695    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1035 | Male   | White
   696    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1072 | Male   | White
   697    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 991  | Female | White
   698    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1214 | Female | Latino
   699    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1201 | Male   | White
   700    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1025 | Male   | White
   701    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 1074 | Male   | White
   702    1.72  1     5.0      4.0   1.21   1.73   1.15   2.79   1.39    .00   -.37   1.00  80.0  80.0   .37   .48    1.40 946  | Male   | Latino
   703    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 897  | Male   | White
   704    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 845  | Male   | Latino
   705    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1011 | Female | Black
   706    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1143 | Male   | Black
   707    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1143 | Male   | White
   708    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 901  | Female | Asian
   709    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1188 | Male   | White
   710    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 969  | Female | Latino
   711    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1006 | Male   | White
   712    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1168 | Male   | Latino
   713    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 812  | Male   | White
   714    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 994  | Male   | Asian
   715    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1025 | Female | White
   716    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 973  | Female | White
   717    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 952  | Female | White
   718    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 893  | Male   | White
   719    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1005 | Female | White
   720    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 947  | Female | White
   721    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1101 | Male   | Black
   722    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1181 | Male   | White
   723    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 826  | Female | White
   724    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 967  | Female | Latino
   725    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 973  | Male   | White
   726    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1102 | Male   | White
   727    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 918  | Female | White
   728    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1008 | Male   | White
   729    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 930  | Female | White
   730    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1072 | Female | White
   731    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1148 | Female | White
   732    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 962  | Female | White
   733    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1070 | Female | Latino
   734    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1020 | Female | Latino
   735    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1020 | Male   | White
   736    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 929  | Female | White
   737    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1009 | Male   | White
   738    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 968  | Male   | Latino
   739    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 839  | Female | Asian
   740    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 945  | Male   | White
   741    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1139 | Female | Latino
   742    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1265 | Female | White
   743    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 923  | Female | White
   744    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 969  | Female | Latino
   745    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1070 | Male   | Black
   746    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 929  | Male   | Latino
   747    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1000 | Female | Latino
   748    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1001 | Female | White
   749    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 997  | Female | Latino
   750    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1066 | Female | White
   751    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1135 | Male   | White
   752    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1214 | Male   | White
   753    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 950  | Male   | White
   754    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1014 | Female | Latino
   755    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 978  | Female | Asian
   756    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1008 | Female | White
